SYMBOL,COMPANY_NAME_API,NSE_INDUSTRY,SECTOR,INDEX_MEMBERSHIP
OSWALGREEN,Oswal Greentech Limited,Investment Company,Financials,
OSWALPUMPS,Oswal Pumps Limited,Compressors Pumps & Diesel Engines,Industrials,
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Other Agricultural Products,Diversified / Others,
PACEDIGITK,Pace Digitek Limited,Telecom - Infrastructure,Telecom,
PAGEIND,Page Industries Limited,Garments & Apparels,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
PAISALO,Paisalo Digital Limited,Non Banking Financial Company (NBFC),Financials,
PAKKA,PAKKA LIMITED,Paper & Paper Products,Materials,
PALASHSECU,Palash Securities Limited,Packaged Foods,Consumer Staples,
PALREDTEC,Palred Technologies Limited,IT Enabled Services,Information Technology,
PANACEABIO,Panacea Biotec Limited,Pharmaceuticals,Healthcare & Pharma,
PANACHE,Panache Digilife Limited,IT Enabled Services,Information Technology,
PANAMAPET,Panama Petrochem Limited,Lubricants,Diversified / Others,
PANSARI,Pansari Developers Limited,Residential Commercial Projects,Real Estate & Construction,
PAR,Par Drugs And Chemicals Limited,Pharmaceuticals,Healthcare & Pharma,
PARACABLES,Paramount Communications Limited,Cables - Electricals,Industrials,
PARADEEP,Paradeep Phosphates Limited,Fertilizers,Materials,
PARAGMILK,Parag Milk Foods Limited,Dairy Products,Consumer Staples,
PARAS,Paras Defence and Space Technologies Limited,Aerospace & Defense,Industrials,
PARASPETRO,Paras Petrofils Limited,Investment Company,Financials,
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Hotels & Resorts,Consumer Discretionary,
PARSVNATH,Parsvnath Developers Limited,Residential Commercial Projects,Real Estate & Construction,
PASHUPATI,Pashupati Cotspin Limited,Other Textile Products,Consumer Discretionary,
PASUPTAC,Pasupati Acrylon Limited,Petrochemicals,Materials,
PATANJALI,Patanjali Foods Limited,Edible Oil,Energy,"NIFTY500,NIFTYMIDCAP150"
PATELENG,Patel Engineering Limited,Civil Construction,Real Estate & Construction,
PATELRMART,Patel Retail Limited,Diversified Retail,Diversified / Others,
PATINTLOG,Patel Integrated Logistics Limited,Logistics Solution Provider,Industrials,
PAUSHAKLTD,Paushak Limited,Specialty Chemicals,Materials,
PAVNAIND,Pavna Industries Limited,Auto Components & Equipments,Consumer Discretionary,
PAYTM,One 97 Communications Limited,Financial Technology (Fintech),Financials,"NIFTY500,NIFTYMIDCAP150"
PCBL,PCBL Chemical Limited,Carbon Black,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
PCJEWELLER,PC Jeweller Limited,Gems Jewellery And Watches,Consumer Discretionary,
PDMJEPAPER,Pudumjee Paper Products Limited,Paper & Paper Products,Materials,
PDSL,PDS Limited,Trading - Textile Products,Consumer Discretionary,
PEARLPOLY,Pearl Polymers Limited,Plastic Products - Consumer,Consumer Discretionary,
PENIND,Pennar Industries Limited,Industrial Products,Industrials,
PENINLAND,Peninsula Land Limited,Residential Commercial Projects,Real Estate & Construction,
PERSISTENT,Persistent Systems Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYMIDCAP150"
PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG Supplier,Energy,"NIFTY500,NIFTYMIDCAP150"
PFC,Power Finance Corporation Limited,Financial Institution,Financials,"NIFTY100,NIFTY500"
PFIZER,Pfizer Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
PFOCUS,Prime Focus Limited,Media & Entertainment,Consumer Discretionary,
PFS,PTC India Financial Services Limited,Non Banking Financial Company (NBFC),Financials,
PGEL,PG Electroplast Limited,Consumer Electronics,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
PGHH,Procter & Gamble Hygiene and Health Care Limited,Personal Care,Consumer Staples,"NIFTY500,NIFTYMIDCAP150"
PGHL,Procter & Gamble Health Limited,Pharmaceuticals,Healthcare & Pharma,
PGIL,Pearl Global Industries Limited,Garments & Apparels,Consumer Discretionary,
PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,Real Estate & Construction,"NIFTY500,NIFTYMIDCAP150"
PICCADIL,Piccadily Agro Industries Limited,Breweries & Distilleries,Consumer Staples,
PIDILITIND,Pidilite Industries Limited,Specialty Chemicals,Materials,"NIFTY100,NIFTY500"
PIGL,Power & Instrumentation (Gujarat) Limited,Other Electrical Equipment,Industrials,
PIIND,PI Industries Limited,Pesticides & Agrochemicals,Materials,"NIFTY500,NIFTYMIDCAP150"
PILANIINVS,Pilani Investment and Industries Corporation Limited,Holding Company,Diversified / Others,
PILITA,PIL ITALICA LIFESTYLE LIMITED,Plastic Products - Consumer,Consumer Discretionary,
PINELABS,Pine Labs Limited,Financial Technology (Fintech),Financials,
PIONEEREMB,Pioneer Embroideries Limited,Other Textile Products,Consumer Discretionary,
PIRAMALFIN,Piramal Finance Limited,Non Banking Financial Company (NBFC),Financials,
PITTIENG,Pitti Engineering Limited,Industrial Products,Industrials,
PIXTRANS,Pix Transmissions Limited,Rubber,Industrials,
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Tea & Coffee,Consumer Staples,
PLASTIBLEN,Plastiblends India Limited,Specialty Chemicals,Materials,
PLATIND,Platinum Industries Limited,Specialty Chemicals,Materials,
PLAZACABLE,Plaza Wires Limited,Cables - Electricals,Industrials,
PNB,Punjab National Bank,Public Sector Bank,Financials,"NIFTY100,NIFTY500"
PNBGILTS,PNB Gilts Limited,Investment Company,Financials,
PNBHOUSING,PNB Housing Finance Limited,Housing Finance Company,Financials,"NIFTY500,NIFTYSMALLCAP250"
PNC,Pritish Nandy Communications Limited,Film Production Distribution & Exhibition,Diversified / Others,
PNCINFRA,PNC Infratech Limited,Civil Construction,Real Estate & Construction,
PNGJL,P N Gadgil Jewellers Limited,Gems Jewellery And Watches,Consumer Discretionary,
POCL,Pondy Oxides & Chemicals Limited,Diversified Metals,Diversified / Others,
PODDARMENT,Poddar Pigments Limited,Dyes And Pigments,Materials,
POKARNA,Pokarna Limited,Granites & Marbles,Diversified / Others,
POLICYBZR,PB Fintech Limited,Financial Technology (Fintech),Financials,"NIFTY500,NIFTYMIDCAP150"
POLYCAB,Polycab India Limited,Cables - Electricals,Industrials,"NIFTY500,NIFTYMIDCAP150"
POLYMED,Poly Medicure Limited,Medical Equipment & Supplies,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
POLYPLEX,Polyplex Corporation Limited,Packaging,Materials,
PONNIERODE,Ponni Sugars (Erode) Limited,Sugar,Consumer Staples,
POONAWALLA,Poonawalla Fincorp Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY500,NIFTYSMALLCAP250"
POWERGRID,Power Grid Corporation of India Limited,Power - Transmission,Utilities,"NIFTY100,NIFTY50,NIFTY500"
POWERINDIA,Hitachi Energy India Limited,Heavy Electrical Equipment,Industrials,"NIFTY500,NIFTYMIDCAP150"
POWERMECH,Power Mech Projects Limited,Civil Construction,Real Estate & Construction,
PPAP,PPAP Automotive Limited,Auto Components & Equipments,Consumer Discretionary,
PPL,Prakash Pipes Limited,Plastic Products - Industrial,Industrials,
PPLPHARMA,Piramal Pharma Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
PRABHA,Prabha Energy Limited,Oil Exploration & Production,Energy,
PRAENG,Prajay Engineers Syndicate Limited,Residential Commercial Projects,Real Estate & Construction,
PRAJIND,Praj Industries Limited,Industrial Products,Industrials,"NIFTY500,NIFTYSMALLCAP250"
PRAKASH,Prakash Industries Limited,Iron & Steel,Materials,
PRAKASHSTL,Prakash Steelage Limited,Iron & Steel Products,Materials,
PRAXIS,Praxis Home Retail Limited,Speciality Retail,Consumer Discretionary,
PRECAM,Precision Camshafts Limited,Auto Components & Equipments,Consumer Discretionary,
PRECOT,Precot Limited,Other Textile Products,Consumer Discretionary,
PRECWIRE,Precision Wires India Limited,Aluminium Copper & Zinc Products,Materials,
PREMEXPLN,Premier Explosives Limited,Explosives,Diversified / Others,
PREMIER,Premier Limited,Industrial Products,Industrials,
PREMIERENE,Premier Energies Limited,Other Electrical Equipment,Industrials,"NIFTY500,NIFTYMIDCAP150"
PREMIERPOL,Premier Polyfilm Limited,Plastic Products - Industrial,Industrials,
PRESTIGE,Prestige Estates Projects Limited,Residential Commercial Projects,Real Estate & Construction,"NIFTY500,NIFTYMIDCAP150"
PRICOLLTD,Pricol Limited,Auto Components & Equipments,Consumer Discretionary,
PRIMESECU,Prime Securities Limited,Other Financial Services,Financials,
PRIMO,Primo Chemicals Limited,Commodity Chemicals,Materials,
PRINCEPIPE,Prince Pipes And Fittings Limited,Plastic Products - Industrial,Industrials,
PRITI,Priti International Limited,Furniture Home Furnishing,Diversified / Others,
PRITIKAUTO,Pritika Auto Industries Limited,Auto Components & Equipments,Consumer Discretionary,
PRIVISCL,Privi Speciality Chemicals Limited,Specialty Chemicals,Materials,
PROSTARM,Prostarm Info Systems Limited,Other Electrical Equipment,Industrials,
PROTEAN,Protean eGov Technologies Limited,IT Enabled Services,Information Technology,
PROZONER,Prozone Realty Limited,Residential Commercial Projects,Real Estate & Construction,
PRSMJOHNSN,Prism Johnson Limited,Cement & Cement Products,Materials,
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Products Distributor,Financials,
PRUDMOULI,Prudential Sugar Corporation Limited,Sugar,Consumer Staples,
PSB,Punjab & Sind Bank,Public Sector Bank,Financials,
PSPPROJECT,PSP Projects Limited,Civil Construction,Real Estate & Construction,
PTC,PTC India Limited,Power Trading,Consumer Discretionary,
PTCIL,PTC Industries Limited,Other Industrial Products,Industrials,"NIFTY500,NIFTYSMALLCAP250"
PTL,PTL Enterprises Limited,Diversified Commercial Services,Diversified / Others,
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Pesticides & Agrochemicals,Materials,
PURVA,Puravankara Limited,Residential Commercial Projects,Real Estate & Construction,
PVP,PVP Ventures Limited,Residential Commercial Projects,Real Estate & Construction,
PVRINOX,PVR INOX Limited,Film Production Distribution & Exhibition,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
PVSL,Popular Vehicles and Services Limited,Auto Dealer,Consumer Discretionary,
PWL,Physicswallah Limited,E-Learning,Diversified / Others,
PYRAMID,Pyramid Technoplast Limited,Packaging,Materials,
QPOWER,Quality Power Electrical Equipments Limited,Heavy Electrical Equipment,Industrials,
QUADFUTURE,Quadrant Future Tek Limited,Cables - Electricals,Industrials,
QUESS,Quess Corp Limited,Diversified Commercial Services,Diversified / Others,
QUICKHEAL,Quick Heal Technologies Limited,Software Products,Information Technology,
RACE,Race Eco Chain Limited,Waste Management,Diversified / Others,
RACLGEAR,RACL Geartech Limited,Auto Components & Equipments,Consumer Discretionary,
RADAAN,Radaan Mediaworks India Limited,Media & Entertainment,Consumer Discretionary,
RADHIKAJWE,Radhika Jeweltech Limited,Gems Jewellery And Watches,Consumer Discretionary,
RADIANTCMS,Radiant Cash Management Services Limited,Diversified Commercial Services,Diversified / Others,
RADICO,Radico Khaitan Limited,Breweries & Distilleries,Consumer Staples,"NIFTY500,NIFTYSMALLCAP250"
RADIOCITY,Music Broadcast Limited,Media & Entertainment,Consumer Discretionary,
RAILTEL,Railtel Corporation Of India Limited,Other Telecom Services,Telecom,"NIFTY500,NIFTYSMALLCAP250"
RAIN,Rain Industries Limited,Petrochemicals,Materials,
RAINBOW,Rainbow Childrens Medicare Limited,Hospital,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
RAJESHEXPO,Rajesh Exports Limited,Gems Jewellery And Watches,Consumer Discretionary,
RAJMET,Rajnandini Metal Limited,Aluminium Copper & Zinc Products,Materials,
RAJOOENG,Rajoo Engineers Limited,Industrial Products,Industrials,
RAJRATAN,Rajratan Global Wire Limited,Auto Components & Equipments,Consumer Discretionary,
RAJRILTD,Raj Rayon Industries Limited,Other Textile Products,Consumer Discretionary,
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Sugar,Consumer Staples,
RAJTV,Raj Television Network Limited,TV Broadcasting & Software Production,Information Technology,
RALLIS,Rallis India Limited,Pesticides & Agrochemicals,Materials,
RAMANEWS,Shree Rama Newsprint Limited,Paper & Paper Products,Materials,
RAMAPHO,Rama Phosphates Limited,Fertilizers,Materials,
RAMASTEEL,Rama Steel Tubes Limited,Iron & Steel Products,Materials,
RAMCOCEM,The Ramco Cements Limited,Cement & Cement Products,Materials,"NIFTY500,NIFTYSMALLCAP250"
RAMCOIND,Ramco Industries Limited,Other Construction Materials,Real Estate & Construction,
RAMCOSYS,Ramco Systems Limited,Software Products,Information Technology,
RAMKY,Ramky Infrastructure Limited,Civil Construction,Real Estate & Construction,
RAMRAT,Ram Ratna Wires Limited,Other Electrical Equipment,Industrials,
RANASUG,Rana Sugars Limited,Sugar,Consumer Staples,
RANEHOLDIN,Rane Holdings Limited,Holding Company,Diversified / Others,
RATEGAIN,Rategain Travel Technologies Limited,Computers - Software & Consulting,Information Technology,
RATNAMANI,Ratnamani Metals & Tubes Limited,Iron & Steel Products,Materials,
RATNAVEER,Ratnaveer Precision Engineering Limited,Iron & Steel Products,Materials,
RAYMOND,Raymond Limited,Residential Commercial Projects,Real Estate & Construction,
RAYMONDLSL,Raymond Lifestyle Limited,Other Textile Products,Consumer Discretionary,
RAYMONDREL,Raymond Realty Limited,Residential Commercial Projects,Real Estate & Construction,
RBA,Restaurant Brands Asia Limited,Restaurants,Consumer Discretionary,
RBLBANK,RBL Bank Limited,Private Sector Bank,Financials,"NIFTY500,NIFTYSMALLCAP250"
RBZJEWEL,RBZ Jewellers Limited,Gems Jewellery And Watches,Consumer Discretionary,
RCF,Rashtriya Chemicals and Fertilizers Limited,Fertilizers,Materials,"NIFTY500,NIFTYSMALLCAP250"
RCOM,Reliance Communications Limited,Telecom - Cellular & Fixed line services,Telecom,
RECLTD,REC Limited,Financial Institution,Financials,"NIFTY100,NIFTY500"
REDINGTON,Redington Limited,Trading & Distributors,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
REDTAPE,Redtape Limited,Footwear,Consumer Discretionary,
REFEX,Refex Industries Limited,Industrial Gases,Energy,
REGAAL,Regaal Resources Limited,Other Agricultural Products,Diversified / Others,
REGENCERAM,Regency Ceramics Limited,Ceramics,Materials,
RELAXO,Relaxo Footwears Limited,Footwear,Consumer Discretionary,
RELCHEMQ,Reliance Chemotex Industries Limited,Other Textile Products,Consumer Discretionary,
RELIABLE,Reliable Data Services Limited,Other Financial Services,Financials,
RELIANCE,Reliance Industries Limited,Refineries & Marketing,Energy,"NIFTY100,NIFTY50,NIFTY500"
RELIGARE,Religare Enterprises Limited,Investment Company,Financials,
RELINFRA,Reliance Infrastructure Limited,Integrated Power Utilities,Utilities,"NIFTY500,NIFTYSMALLCAP250"
RELTD,Ravindra Energy Limited,Other Electrical Equipment,Industrials,
REMSONSIND,Remsons Industries Limited,Auto Components & Equipments,Consumer Discretionary,
RENUKA,Shree Renuka Sugars Limited,Sugar,Consumer Staples,
REPCOHOME,Repco Home Finance Limited,Housing Finance Company,Financials,
REPL,Rudrabhishek Enterprises Limited,Real Estate related services,Real Estate & Construction,
REPRO,Repro India Limited,Printing & Publication,Diversified / Others,
RESPONIND,Responsive Industries Limited,Furniture Home Furnishing,Diversified / Others,
RETAIL,JHS Svendgaard Retail Ventures Limited,Diversified Retail,Diversified / Others,
RGL,Renaissance Global Limited,Gems Jewellery And Watches,Consumer Discretionary,
RHETAN,Rhetan TMT Limited,Iron & Steel Products,Materials,
RHFL,Reliance Home Finance Limited,Housing Finance Company,Financials,
RHIM,RHI MAGNESITA INDIA LIMITED,Electrodes & Refractories,Industrials,"NIFTY500,NIFTYSMALLCAP250"
RHL,Robust Hotels Limited,Hotels & Resorts,Consumer Discretionary,
RICOAUTO,Rico Auto Industries Limited,Auto Components & Equipments,Consumer Discretionary,
RIIL,Reliance Industrial Infrastructure Limited,Logistics Solution Provider,Industrials,
RISHABH,Rishabh Instruments Limited,Other Electrical Equipment,Industrials,
RITCO,Ritco Logistics Limited,Logistics Solution Provider,Industrials,
RITES,RITES Limited,Civil Construction,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
RKDL,Ravi Kumar Distilleries Limited,Breweries & Distilleries,Consumer Staples,
RKEC,RKEC Projects Limited,Civil Construction,Real Estate & Construction,
RKFORGE,Ramkrishna Forgings Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
RKSWAMY,R K Swamy Limited,Advertising & Media Agencies,Consumer Discretionary,
RMDRIP,R M Drip and Sprinklers Systems Limited,Plastic Products - Industrial,Industrials,
RML,Rane (Madras) Limited,Auto Components & Equipments,Consumer Discretionary,
RNBDENIMS,R&B Denims Limited,Other Textile Products,Consumer Discretionary,
ROHLTD,Royal Orchid Hotels Limited,Hotels & Resorts,Consumer Discretionary,
ROLEXRINGS,Rolex Rings Limited,Auto Components & Equipments,Consumer Discretionary,
ROLLT,Rollatainers Limited,Packaging,Materials,
ROLTA,Rolta India Limited,IT Enabled Services,Information Technology,
ROML,Raj Oil Mills Limited,Edible Oil,Energy,
ROSSARI,Rossari Biotech Limited,Specialty Chemicals,Materials,
ROSSELLIND,Rossell India Limited,Tea & Coffee,Consumer Staples,
ROSSTECH,Rossell Techsys Limited,Aerospace & Defense,Industrials,
ROTO,Roto Pumps Limited,Compressors Pumps & Diesel Engines,Industrials,
ROUTE,ROUTE MOBILE LIMITED,Other Telecom Services,Telecom,
RPEL,Raghav Productivity Enhancers Limited,Electrodes & Refractories,Industrials,
RPGLIFE,RPG Life Sciences Limited,Pharmaceuticals,Healthcare & Pharma,
RPOWER,Reliance Power Limited,Power Generation,Utilities,"NIFTY500,NIFTYSMALLCAP250"
RPPINFRA,R.P.P. Infra Projects Limited,Civil Construction,Real Estate & Construction,
RPPL,Rajshree Polypack Limited,Packaging,Materials,
RPSGVENT,RPSG VENTURES LIMITED,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Diversified / Others,
RPTECH,Rashi Peripherals Limited,Computers Hardware & Equipments,Information Technology,
RRKABEL,R R Kabel Limited,Cables - Electricals,Industrials,"NIFTY500,NIFTYSMALLCAP250"
RSSOFTWARE,R. S. Software (India) Limited,Computers - Software & Consulting,Information Technology,
RSWM,RSWM Limited,Other Textile Products,Consumer Discretionary,
RSYSTEMS,R Systems International Limited,IT Enabled Services,Information Technology,
RTNINDIA,RattanIndia Enterprises Limited,E-Retail/ E-Commerce,Consumer Discretionary,
RTNPOWER,RattanIndia Power Limited,Power Generation,Utilities,
